Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotalDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,FinalThird,PPA,CrsPA,Prog
310,Kyle Walker,eng ENG,DF,Manchester City,31-261,1990,14.5,76.2,85.9,88.8,1494.6,409.4,29.8,31.5,94.5,36.1,39.5,91.3,10,13.4,74.4,0.14,0.06,0.08,0.62,9.03,0.97,0.21,4.48
311,Oleksandr Zinchenko,ua UKR,DF,Manchester City,25-060,1996,6.6,80.6,90.2,89.4,1426.7,375.6,39.1,41.7,93.8,32.1,34.5,93,8.94,11.5,77.6,0.15,0.14,0.02,1.06,8.33,2.12,0.45,6.97
312,Ederson,br BRA,GK,Manchester City,28-180,1993,24,26.3,29.3,89.6,685.4,385.8,5.08,5.08,100,13.4,13.4,100,7.67,10.7,71.9,0,0,0,0.04,0.33,0.04,0,0.04
313,Zack Steffen,us USA,GK,Manchester City,26-317,1995,1,33,38,86.8,638,313,18,18,100,10,10,100,5,10,50,0,0,0,0,0,0,0,0
314,Edinson Cavani,uy URU,FW,Manchester Utd,34-364,1987,6.7,20.4,25.8,79.2,299.7,35.1,13.7,15.5,88.5,4.78,7.01,68.1,1.19,2.09,57.1,0.15,0.16,-0.01,0.6,0.45,0.15,0,0.75
315,Daniel James,wls WAL,FW,Manchester Utd,24-095,1997,1.4,15.7,22.9,68.8,166.4,25.7,12.9,17.1,75,2.14,3.57,60,0,0.71,0,0,0,0,0.71,0,0,0,0
316,Jesse Lingard,eng ENG,FW,Manchester Utd,29-060,1992,1.3,40,46.2,86.7,515.4,143.1,25.4,25.4,100,10,13.1,76.5,0.77,3.08,25,0,0.08,-0.08,1.54,5.38,0,0,3.08
317,Anthony Martial,fr FRA,FW,Manchester Utd,26-070,1995,2.4,27.5,35.4,77.6,410,98.3,15,18.8,80,11.7,13.8,84.8,0.83,1.67,50,0,0.04,-0.04,0.42,0.83,1.67,0,3.33
318,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37-008,1985,17.4,24.9,31.2,79.9,350.5,55,15.3,18.3,83.7,7.64,9.25,82.6,0.98,1.21,81,0.17,0.1,0.07,0.8,1.32,0.57,0,1.95
319,Anthony Elanga,se SWE,FWMF,Manchester Utd,19-292,2002,3,28.3,35,81,394.7,67.7,16.7,18,92.6,9.33,11.3,82.4,1.33,3,44.4,0,0.03,-0.03,0.67,1.33,0.33,0.33,1.33
320,Mason Greenwood,eng ENG,FWMF,Manchester Utd,20-135,2001,14.1,28.3,36,78.7,522.9,117,13.2,15.2,86.9,11.7,14,83.8,3.05,5.32,57.3,0.07,0.11,-0.04,1.06,1.84,0.92,0.21,2.62
321,Marcus Rashford,eng ENG,FWMF,Manchester Utd,24-105,1997,9,21.4,31.6,68,316.3,59.9,12.7,17.4,72.6,7,9.33,75,1.11,2.67,41.7,0.22,0.21,0.01,0.89,1.33,1,0.22,2.22
322,Jadon Sancho,eng ENG,FWMF,Manchester Utd,21-325,2000,12.4,41.1,49.4,83.2,579.1,130.2,25.4,28.5,89,12.7,15.6,81.9,1.53,2.42,63.3,0,0.19,-0.19,2.18,1.45,1.77,0.4,3.47
323,Paul Pogba,fr FRA,MFFW,Manchester Utd,28-335,1993,9,51.2,61.8,82.9,1060.8,276.6,20.3,23.1,88,20,22.8,87.8,9.78,12.4,78.6,0.78,0.17,0.61,1.78,8.44,2,0.22,7.33
324,Donny van de Beek,nl NED,MF,Manchester Utd,24-301,1997,0.8,31.3,40,78.1,481.3,230,17.5,22.5,77.8,10,12.5,80,2.5,2.5,100,0,0.63,-0.63,3.75,2.5,2.5,0,3.75
325,Bruno Fernandes,pt POR,MF,Manchester Utd,27-158,1994,21.6,41.9,57.3,73.2,821.5,242.8,18.9,21.8,86.8,15.5,19.7,78.4,6.9,13.4,51.6,0.23,0.31,-0.07,3.06,4.95,2.5,0.42,6.06
326,Fred,br BRA,MF,Manchester Utd,28-345,1993,15.9,48.4,57.2,84.6,892.3,220.8,20.9,23.8,87.8,20.6,23.3,88.6,6.04,7.86,76.8,0.19,0.1,0.09,1.07,4.91,0.57,0.06,4.47
327,Nemanja Matić,rs SRB,MF,Manchester Utd,33-196,1988,8.5,55.6,64.7,86,1046.9,304.7,22,25.6,85.8,26.6,29.2,91.1,6.24,7.76,80.3,0.24,0.09,0.14,0.82,6.47,0.35,0.12,5.18
328,Scott McTominay,sct SCO,MF,Manchester Utd,25-067,1996,17.9,40.4,47.4,85.3,768.7,206,16.4,18.8,86.9,18,20.5,87.7,5.47,6.54,83.8,0,0.07,-0.07,0.84,4.47,0.39,0.06,4.3
329,Eric Bailly,ci CIV,DF,Manchester Utd,27-307,1994,2.4,26.7,33.3,80,568.8,191.3,10,10.8,92.3,10.8,12.5,86.7,5.83,9.17,63.6,0,0,0,0,0.83,0,0,1.25
330,Diogo Dalot,pt POR,DF,Manchester Utd,22-332,1999,10.1,46.2,58.7,78.8,939.8,349.5,18.1,21.4,84.7,20.8,24.4,85.4,7.13,11.7,61,0,0.04,-0.04,0.89,3.37,1.58,0.5,5.35
331,Phil Jones,eng ENG,DF,Manchester Utd,29-357,1992,1,47,51,92.2,911,275,15,16,93.8,28,29,96.6,3,4,75,0,0,0,1,7,0,0,4
332,Victor Lindelöf,se SWE,DF,Manchester Utd,27-211,1994,14.1,44.7,50.2,89,966,255.4,13,14.1,92.5,23.9,25.5,93.9,7.45,9.79,76.1,0.14,0.03,0.11,0.14,2.2,0.28,0,1.77
333,Harry Maguire,eng ENG,DF,Manchester Utd,28-345,1993,18.7,48.8,56.5,86.3,1106.7,333.7,12.9,14.2,91.3,25.2,27.8,90.9,10.4,14,74,0,0,0,0.11,4.55,0.11,0,3.21
334,Luke Shaw,eng ENG,DF,Manchester Utd,26-216,1995,15.1,53.8,66.8,80.6,885.1,334.5,28.6,31.5,90.8,19.5,23,84.7,4.77,9.74,49,0.13,0.18,-0.05,2.25,3.18,0.79,0.33,4.37
335,Alex Telles,br BRA,DF,Manchester Utd,29-060,1992,8.2,47.4,64.5,73.5,762.3,307.9,24.6,28.5,86.3,18.4,22.8,80.7,3.29,10.1,32.5,0.12,0.07,0.05,1.22,3.41,0.73,0.37,3.29
336,Raphaël Varane,fr FRA,DF,Manchester Utd,28-294,1993,13.3,48.9,54.7,89.4,1131.7,298.7,11.1,11.9,93.7,27.1,29.2,92.8,10.5,13,80.3,0.08,0.01,0.07,0.15,3.98,0,0,2.03
337,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24-079,1997,14.9,47.7,56.6,84.3,718.3,232.7,28.3,30.7,92.3,15.5,17.9,86.5,2.62,5.03,52,0,0.04,-0.04,0.74,1.95,0.67,0.4,2.62
338,David de Gea,es ESP,GK,Manchester Utd,31-098,1990,24,16.8,23.9,70.4,499,296.1,2.71,2.75,98.5,7.46,7.75,96.2,6.5,13.2,49.4,0,0,0,0,0.04,0,0,0
339,Dwight Gayle,eng ENG,FW,Newcastle Utd,31-119,1990,0.3,20,26.7,75,230,6.67,16.7,20,83.3,3.33,3.33,100,0,0,,0,0,0,3.33,0,0,0,0
340,Callum Wilson,eng ENG,FW,Newcastle Utd,29-351,1992,13.2,7.95,11.6,68.6,117.6,21.9,3.86,5.45,70.8,2.8,3.79,74,0.45,0.83,54.5,0,0.03,-0.03,0.61,0.53,0.23,0.08,0.45
341,Chris Wood,nz NZL,FW,Newcastle Utd,30-068,1991,3,14.3,26.3,54.4,164.7,37,11,17,64.7,2.67,6.67,40,0.33,0.67,50,0,0.03,-0.03,0.67,0.67,0,0,0.67
342,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24-338,1997,20.9,17.7,24.6,71.8,298.9,70,8.71,11,79.1,6.6,8.52,77.5,1.77,3.16,56.1,0.14,0.2,-0.05,1.67,1.44,1,0.29,1.77
343,Ryan Fraser,sct SCO,MFFW,Newcastle Utd,27-354,1994,9.4,17.8,25.6,69.3,310.9,89.9,9.04,11.2,81,5.85,8.09,72.4,2.34,5.32,44,0.11,0.13,-0.02,1.06,0.74,0.85,0.64,0.85
344,Joelinton,br BRA,MFFW,Newcastle Utd,25-183,1996,15.9,26.2,34.2,76.5,399.7,106.2,14.3,17.2,82.8,8.81,11.7,75.3,1.89,2.7,69.8,0.06,0.07,-0.01,1.13,2.14,1.01,0.19,2.58
345,Miguel Almirón,py PAR,MF,Newcastle Utd,28-003,1994,10.9,19.5,25,78,318.9,79,10.7,12.4,86.7,6.61,8.44,78.3,1.83,2.75,66.7,0,0.04,-0.04,0.92,1.19,0.46,0.09,1.83
346,Bruno Guimarães,br BRA,MF,Newcastle Utd,24-089,1997,0,2,2,100,41,33,1,1,100,0,0,,1,1,100,0,0.3,-0.3,1,1,1,0,1
347,Jeff Hendrick,ie IRL,MF,Newcastle Utd,30-013,1992,0.8,30,33.8,88.9,565,37.5,12.5,13.8,90.9,13.8,13.8,100,3.75,5,75,0,0,0,1.25,2.5,0,0,1.25
348,Sean Longstaff,eng ENG,MF,Newcastle Utd,24-106,1997,10.9,31.8,39.9,79.8,620.3,153.2,13.3,15.8,84.3,12.2,13.9,87.5,5.05,8.07,62.5,0.09,0.04,0.06,0.37,2.2,0.09,0,2.57
349,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29-351,1992,12,34.8,44.4,78.4,860.1,266.2,10.2,11,92.4,14.2,16.9,83.7,9.92,15.5,64,0,0.04,-0.04,1,4.92,0.5,0,3.67
350,Joe Willock,eng ENG,MF,Newcastle Utd,22-177,1999,13.7,19.6,24.8,79.1,343.4,88.2,9.78,11.8,82.7,7.23,8.61,83.9,2.12,3.14,67.4,0,0.07,-0.07,0.95,1.68,0.51,0.15,1.75
351,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26-328,1995,11.1,23,28.6,80.2,419.5,82.2,9.91,11.7,84.6,10.4,12.2,85.2,2.52,3.69,68.3,0,0.01,-0.01,0.18,1.71,0.09,0.09,0.81
352,Jacob Murphy,eng ENG,DFMF,Newcastle Utd,26-354,1995,9.1,27,41.4,65.3,486.4,194.7,12.3,15.3,80.6,10.7,14.7,72.4,3.41,8.46,40.3,0.11,0.1,0.01,0.88,1.98,1.32,0.66,3.08
353,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-140,1989,11.3,24.2,30.6,79.2,468.5,139.8,7.88,9.03,87.3,13.1,14.9,88.1,2.83,5.84,48.5,0.09,0.03,0.06,0.35,1.06,0.09,0.09,1.33
354,Paul Dummett,wls WAL,DF,Newcastle Utd,30-140,1991,1.7,26.5,35.3,75,460,218.2,11.2,12.9,86.4,14.1,17.1,82.8,1.18,4.71,25,0,0,0,0,2.94,0,0,1.18
355,Federico Fernández,ar ARG,DF,Newcastle Utd,32-357,1989,5.8,31.6,36.9,85.5,724,259.1,7.07,7.93,89.1,18.8,19.7,95.6,5.69,9.14,62.3,0,0.05,-0.05,0.17,2.07,0,0,1.38
356,Emil Krafth,se SWE,DF,Newcastle Utd,27-195,1994,6,27,34.2,79,440.3,175.8,13.2,14,94,10,12.8,77.9,2.5,5.33,46.9,0.17,0.1,0.07,0.33,2,0.33,0,1.5
357,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28-094,1993,17.7,22.4,28.6,78.5,483.6,131.5,5.2,6.95,74.8,13.3,15.3,87.1,3.45,5.54,62.2,0,0.02,-0.02,0.11,0.85,0.11,0,0.96
358,Jamal Lewis,nir NIR,DF,Newcastle Utd,24-019,1998,2.9,27.9,35.9,77.9,497.6,177.6,12.4,13.8,90,10.3,12.8,81.1,4.48,7.93,56.5,0,0,0,0.34,1.38,0,0,1.38
359,Javier Manquillo,es ESP,DF,Newcastle Utd,27-284,1994,11.8,20.8,28.7,72.6,301.9,127.8,12.3,14.2,86.3,6.44,9.15,70.4,1.19,3.39,35,0.17,0.03,0.14,0.34,1.19,0.08,0,1.36
360,Matt Ritchie,sct SCO,DF,Newcastle Utd,32-156,1989,14.6,33.8,46.7,72.4,691.5,351,15.1,16.9,89.5,11.7,14.5,80.7,6.64,14.2,46.9,0.14,0.11,0.03,1.99,2.6,1.03,0.48,3.22
361,Fabian Schär,ch SUI,DF,Newcastle Utd,30-055,1991,11.8,24.6,36.8,66.8,631.9,246.6,5.85,7.37,79.3,11.9,13.9,85.4,6.86,15,45.8,0.08,0.01,0.08,0.08,2.37,0.42,0.08,0.93
362,Matt Targett,eng ENG,DF,Newcastle Utd,26-148,1995,1,36,49,73.5,711,356,14,16,87.5,14,18,77.8,6,13,46.2,0,0.1,-0.1,1,3,1,1,4
363,Kieran Trippier,eng ENG,DF,Newcastle Utd,31-147,1990,3,40.7,58.7,69.3,901.7,515,15,16,93.8,15,22.7,66.2,10,17.7,56.6,0,0.13,-0.13,2,4,1.33,0,4.33
364,Karl Darlow,eng ENG,GK,Newcastle Utd,31-128,1990,8,19,31.6,60.1,838.4,573.1,1.88,1.88,100,5.13,5.25,97.6,12,24.4,49.2,0,0,0,0,1.25,0,0,0
365,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33-029,1989,10,21.4,34.1,62.8,833.4,584.1,2.2,2.2,100,7.4,7.7,96.1,11.5,23.9,48.1,0,0,0,0,0.6,0,0,0
366,Freddie Woodman,eng ENG,GK,Newcastle Utd,24-346,1997,4,18.5,30.8,60.2,620.3,368.8,2,2,100,8.5,8.5,100,7.75,20,38.8,0,0,0,0,1.5,0,0,0
367,Teemu Pukki,fi FIN,FW,Norwich City,31-321,1990,22.2,11.2,15.1,74,173,23.5,6.31,7.93,79.5,3.96,5.14,77.2,0.68,0.81,83.3,0.05,0.05,0,0.54,0.5,0.14,0,0.72
368,Todd Cantwell,eng ENG,FWMF,Norwich City,23-351,1998,4.9,25.9,31.4,82.5,424.1,93.3,12.4,14.3,87.1,10.2,12.2,83.3,2.24,3.27,68.8,0,0.04,-0.04,0.41,1.84,0.41,0,2.04
369,Kieran Dowell,eng ENG,FWMF,Norwich City,24-126,1997,3.8,19.7,31.1,63.6,328.9,72.6,11.8,15,78.9,5.26,7.89,66.7,2.11,6.32,33.3,0,0.16,-0.16,1.58,1.32,1.32,0.79,1.32
370,Adam Idah,ie IRL,FWMF,Norwich City,20-339,2001,6.9,14.2,20.7,68.5,243.5,46.5,6.38,9.42,67.7,6.09,7.39,82.4,1.16,1.74,66.7,0.14,0.09,0.06,0.58,1.01,0.58,0.29,1.01
371,Przemysław Płacheta,pl POL,FWMF,Norwich City,23-327,1998,4.8,19.4,29.4,66,339.2,97.7,10,11.9,84.2,6.04,8.96,67.4,2.5,5,50,0,0.06,-0.06,0.42,1.04,0.83,0.42,1.88
372,Milot Rashica,xk KVX,FWMF,Norwich City,25-230,1996,13.7,15.5,25.5,61,305.2,85.5,7.01,8.76,80,5.69,8.47,67.2,2.7,7.23,37.4,0.15,0.13,0.01,1.68,1.17,0.8,0.36,1.53
373,Josh Sargent,us USA,FWMF,Norwich City,21-358,2000,12.9,17.1,22.6,75.3,234.7,48.2,11,13.4,82.1,4.96,6.98,71.1,0.7,0.93,75,0,0.05,-0.05,0.78,0.31,0.16,0,1.09
374,Christos Tzolis,gr GRE,FWMF,Norwich City,20-014,2002,3.4,19.1,25.6,74.7,327.9,77.4,9.71,11.2,86.8,6.76,8.24,82.1,2.06,4.41,46.7,0,0.26,-0.26,2.06,0.88,0.59,0.29,1.76
375,Jon Rowe,eng ENG,MFFW,Norwich City,18-289,2003,0.5,10,16,62.5,102,2,8,10,80,0,0,,0,2,0,0,0.2,-0.2,2,0,0,0,0
376,Billy Gilmour,sct SCO,MF,Norwich City,20-247,2001,13,48.9,60.8,80.5,1066.5,262.5,16.5,18.5,89.2,20.5,23.2,88.7,10.8,17,63.8,0.08,0.1,-0.02,1.54,4.69,0.85,0.08,4.69
377,Pierre Lees-Melou,fr FRA,MF,Norwich City,28-264,1993,15.4,29.7,38.5,77.2,565.2,151.6,13.2,15.5,85.7,10.8,12.7,85.2,4.74,7.99,59.3,0,0.07,-0.07,1.04,2.66,1.3,0.45,3.7
378,Kenny McLean,sct SCO,MF,Norwich City,30-036,1992,21.3,25.5,34.7,73.5,471,143.1,11.5,13.9,82.8,10.4,12.9,80.7,3.15,6.43,48.9,0,0.02,-0.02,0.23,2.49,0.52,0.05,2.54
379,Mathias Normann,no NOR,MF,Norwich City,25-261,1996,8.3,26.9,41.2,65.2,621.7,224.1,9.04,11.1,81.5,11.6,16.1,71.6,5.78,12.4,46.6,0.12,0.05,0.07,0.72,3.61,0.96,0.24,3.73
380,Lukas Rupp,de GER,MF,Norwich City,31-036,1991,5.3,42.6,50,85.3,725.8,142.8,21.3,22.6,94.2,15.5,17.5,88.2,4.53,6.79,66.7,0,0.23,-0.23,1.51,2.26,0.38,0.19,2.64
381,Sam Byram,eng ENG,DFMF,Norwich City,28-150,1993,2,30.5,45,67.8,527.5,207.5,15,20,75,11.5,16,71.9,3.5,7.5,46.7,0,0,0,0.5,2,0,0,4.5
382,Jakob Sørensen,dk DEN,DFMF,Norwich City,23-347,1998,4.1,36.1,42.9,84.1,786.1,211.5,12,13.9,86,16.1,17.6,91.7,7.56,10.7,70.5,0,0,0,0,2.93,0,0,1.95
383,Max Aarons,eng ENG,DF,Norwich City,22-040,2000,22.6,33.4,44.4,75.1,564.2,206.1,16.9,18.7,90.5,12.9,16.8,76.6,3.1,7.08,43.8,0.04,0.04,0,0.53,1.64,1.24,0.31,3.19
384,Dimitris Giannoulis,gr GRE,DF,Norwich City,26-119,1995,6.1,40.7,53.8,75.6,658.9,268.2,21.1,23.9,88.4,15.9,20.3,78.2,3.11,7.7,40.4,0.16,0.05,0.11,0.82,1.31,0.82,0.16,2.62
385,Ben Gibson,eng ENG,DF,Norwich City,29-029,1993,19.7,41.2,50.1,82.4,979.4,388,9.49,10.4,91.7,22.1,24,92.4,9.39,14.9,63.1,0,0,0,0.1,3.96,0.3,0,3.25
386,Grant Hanley,sct SCO,DF,Norwich City,30-085,1991,19.2,35.5,41.4,85.8,806.2,183.9,8.59,9.69,88.7,18.6,20.3,91.8,7.76,10.5,73.8,0,0.01,-0.01,0.16,0.94,0.1,0,1.09
387,Ozan Kabak,tr TUR,DF,Norwich City,21-325,2000,8.2,34.3,41,83.6,729.3,238.8,8.54,10.4,82.4,20.5,22.4,91.3,4.63,6.83,67.9,0,0,0,0.12,1.46,0,0,1.59
388,Bali Mumba,eng ENG,DF,Norwich City,20-128,2001,0.5,14,20,70,198,72,10,12,83.3,4,4,100,0,4,0,0,0,0,0,2,0,0,2
389,Andrew Omobamidele,ie IRL,DF,Norwich City,19-235,2002,4.2,46.7,54,86.3,947.9,269.8,16.2,18.6,87.2,22.4,24.5,91.3,7.62,10,76.2,0,0,0,0,2.62,0,0,3.1
390,Brandon Williams,eng ENG,DF,Norwich City,21-163,2000,16.6,38.3,47.1,81.2,698.4,248.8,15.5,17.2,90.2,19.3,23.1,83.3,3.19,5.66,56.4,0.06,0.04,0.02,0.72,1.93,0.96,0.18,3.67
391,Angus Gunn,eng ENG,GK,Norwich City,26-022,1996,5,21,31.6,66.5,661.4,358.4,4.6,4.6,100,7.2,7.4,97.3,9,19.4,46.4,0,0,0,0,0.2,0,0,0
392,Tim Krul,nl NED,GK,Norwich City,33-316,1988,19,25.8,37.8,68.4,838.3,483.2,3.11,3.16,98.3,10.8,10.9,98.6,11.8,23.5,50.3,0,0,0,0.05,0.26,0,0,0
393,Che Adams,sct SCO,FW,Southampton,25-215,1996,13.4,13.1,19.4,67.7,191,41.3,7.91,9.93,79.7,3.66,5.37,68.1,0.82,1.87,44,0.07,0.11,-0.04,0.82,0.67,0.45,0.07,1.27
394,Adam Armstrong,eng ENG,FW,Southampton,25-003,1997,13.3,13.5,19.5,69.5,234.8,38.1,6.02,7.97,75.5,6.09,8.12,75,1.05,2.03,51.9,0.15,0.13,0.02,0.9,0.9,0.83,0,1.5
395,Armando Broja,al ALB,FW,Southampton,20-156,2001,12.7,10.6,18,58.5,128,33.2,6.61,9.84,67.2,2.68,5.51,48.6,0.16,0.63,25,0,0.07,-0.07,0.31,0.87,0,0,0.87
396,Shane Long,ie IRL,FWMF,Southampton,35-022,1987,1.2,14.2,25.8,54.8,140,38.3,13.3,20.8,64,0.83,3.33,25,0,0.83,0,0,0,0,0,0.83,0,0,2.5
397,Nathan Redmond,eng ENG,MFFW,Southampton,27-344,1994,14.9,24.4,35,69.9,408.3,129.3,12.5,15.2,82.3,8.72,12.6,69.5,2.21,5.44,40.7,0.34,0.23,0.1,1.81,1.54,2.35,0.81,3.96
398,Nathan Tella,eng ENG,MFFW,Southampton,22-223,1999,6.5,12.9,20.9,61.8,191.4,55.1,8.15,9.54,85.5,3.69,6.62,55.8,0.77,2.77,27.8,0,0.11,-0.11,0.77,0.77,0.46,0.31,1.23
399,Theo Walcott,eng ENG,MFFW,Southampton,32-334,1989,4.2,14.5,20.5,70.9,200.5,33.8,8.57,10.2,83.7,5.24,7.62,68.8,0.48,0.95,50,0,0,0,0.24,0.48,0.24,0,0.71
400,Stuart Armstrong,sct SCO,MF,Southampton,29-320,1992,5.8,27.4,35.9,76.4,426,94.8,14.5,18.1,80,11.2,13.3,84.4,1.03,2.07,50,0,0.09,-0.09,1.72,1.21,0.52,0,2.24
401,Ibrahima Diallo,fr FRA,MF,Southampton,22-342,1999,8.2,33.8,40.9,82.7,596.2,134.5,16.2,19.6,82.6,14.1,15.6,90.6,2.68,3.9,68.8,0.24,0.11,0.13,1.46,4.02,0.12,0,2.8
402,Moussa Djenepo,ml MLI,MF,Southampton,23-243,1998,4.8,20.8,28.3,73.5,326.3,136.7,12.3,14.4,85.5,6.04,8.54,70.7,2.08,3.54,58.8,0,0.04,-0.04,1.25,1.88,1.67,0.42,4.17
403,Mohamed Elyounoussi,no NOR,MF,Southampton,27-193,1994,12.3,20.3,28.4,71.6,314.8,79.3,12,14.8,80.8,6.91,9.67,71.4,1.14,2.6,43.8,0.08,0.12,-0.04,1.38,2.28,0.98,0.08,2.52
404,Oriol Romeu,es ESP,MF,Southampton,30-142,1991,21.2,43.3,52.2,83.1,823.2,197,18.9,21.7,86.8,18.6,21.4,87,5.28,7.59,69.6,0.05,0.08,-0.03,0.9,3.96,0.66,0.09,4.01
405,William Smallbone,ie IRL,MF,Southampton,21-357,2000,0.8,8.75,18.8,46.7,141.3,76.3,3.75,6.25,60,3.75,7.5,50,1.25,2.5,50,0,0.13,-0.13,1.25,0,0,0,1.25
406,James Ward-Prowse,eng ENG,MF,Southampton,27-104,1994,21.7,43.5,55.6,78.1,798.9,243.5,18.8,20.3,92.7,18.5,21.3,86.8,5.44,12.5,43.4,0.18,0.15,0.03,1.8,3.92,0.37,0.23,3.13
407,Jan Bednarek,pl POL,DF,Southampton,25-307,1996,17.2,40.5,49,82.8,831,246.6,12.6,13.7,91.5,22.4,24.8,90.4,5.29,9.83,53.8,0,0.01,-0.01,0.17,2.38,0.06,0.06,1.63
408,Valentino Livramento,eng ENG,DF,Southampton,19-093,2002,18.2,33.8,44.6,75.8,555.8,200.3,18.7,21.2,88.1,12.4,16.6,74.6,2.47,5.27,46.9,0,0.08,-0.08,0.66,1.54,0.6,0.27,2.58
409,Lyanco,br BRA,DF,Southampton,25-012,1997,6.1,26.2,37.4,70.2,531.6,208.7,8.2,9.18,89.3,14.4,16.6,87.1,3.44,11,31.3,0,0.02,-0.02,0.49,1.8,0.33,0,1.97
